,Liquidity_Samples
405,2.6402942086413186e-05
406,0.003958960678045295
407,0.0217511340514109
408,0.002861967344817479
409,0.0005029365442517602
410,0.00411831744576115
411,1.41120789126024e-06
412,1.3057347287321399e-05
413,0.0007032649186202978
414,2.9208128786542386e-05
415,0.3692605404615322
416,9.820938165553714e-05
417,0.00048357277940467593
418,0.0031480874990662444
419,0.0019744612677939978
420,0.00177068499913352
421,0.004273862207519737
422,3.741286689610105e-05
423,0.000782168015737079
424,0.0005941934222084145
425,0.18544941689602132
426,0.00028743796101110547
427,2.689878660847843e-05
428,0.0009433219076427832
429,0.005651960577530161
430,0.015490097059088881
431,0.0019788780834765177
432,0.07471507237690414
433,0.001764395560828672
434,0.00016528265202125754
435,0.0035346336335769077
436,0.0034715625896607175
437,2.664658211692315e-06
438,5.137178311282809e-05
439,0.005549429608783377
440,4.332117275659897e-06
441,0.0003769976930557035
442,0.0014791703560515937
443,0.004357882697193644
444,1.5547396428648953e-05
445,0.298693558083777
446,0.00013397644097816157
447,0.03987111325863715
448,7.392895383194637e-05
449,6.003473661994173e-05
450,0.011500640955019657
451,6.441793736247992e-05
452,1.0257299714755406e-05
453,0.00010344052646677617
454,4.8909682686868715e-05
455,1.0292221272513008e-06
456,0.006019409312613751
457,0.008745235230960265
458,0.059312514808395445
459,0.00011838564081346503
460,0.0015974280218844106
461,0.00039158578725113213
462,4.4063924599152636e-07
463,7.008152503753354e-07
464,0.0015959156454562454
465,0.00015836085682311958
466,9.224604924690316e-05
467,0.0005621184513273767
468,0.00038078205397785574
469,2.487698295973657e-06
470,0.0019496665593099908
471,0.00018662443987519877
472,0.012824186030152207
473,9.931786815363314e-05
474,2.024012697595583e-05
475,1.2296174329297434e-06
476,2.842298342614046e-06
477,0.0010490533278893388
478,0.00010575868411170762
479,2.6040142479903375e-05
480,6.697357718222505e-05
481,0.00028030902024905137
482,0.03849008139905703
483,1.0245345811510606e-05
484,9.210605803577518e-08
485,0.003645185970193888
486,0.0015062598182410904
487,0.00011921438088588207
488,0.002069921073825614
489,2.150075782942703e-06
490,9.682423106658738e-06
491,0.000399508787233804
492,5.979394722992187e-08
493,2.1921575434902726e-06
494,4.09037253047855e-06
495,4.67519883174518e-05
496,0.000613041489678719
497,8.231530974296755e-05
498,0.00012642878276365803
499,0.0005396739533581444
500,1.999720104000288e-06
501,2.9551546466313005e-05
502,0.0007424511607730906
503,2.8888626079748713e-08
504,6.474637127158937e-05
505,1.807104789043781e-05
506,0.012309953562219459
507,9.215124896824841e-05
508,0.00028120839069816113
509,0.0006471700263992235
510,0.007715201048955566
511,7.171149942109699e-05
512,6.747241165389525e-05
513,0.00024952483053659056
514,6.75890572096028e-05
515,0.0005574448404470277
516,3.676112219972976e-05
517,0.06113400290285048
518,0.0012555423572768666
519,0.00011893029745796364
520,1.8835635677437577e-05
521,8.291026109141948e-07
522,0.001142709206075574
523,0.00040644268635256975
524,0.00011390829770282187
525,0.00010330218354278908
526,5.192741705259556e-05
527,0.0024340894900188874
528,0.000967182352123421
529,0.003376418141359418
530,0.001842021860480207
531,3.276275036008683e-05
532,3.0291036761741212e-05
533,0.0010639434661974345
534,1.3173583514036634e-05
535,4.895915319851198e-05
536,2.7990570732370705e-07
537,0.0002935564067907569
538,8.0112445106446e-05
539,6.516332843087683e-07
540,2.1927932139627755e-05
541,7.641580407856929e-05
542,0.006282957905144106
543,1.1038835365520428e-06
544,0.009943337404535074
545,5.264629994371456e-07
546,0.00030891385146073196
547,0.000786011883244042
548,0.0022132472651194748
549,2.1119677249851497e-07
550,1.4396558932544932e-05
551,6.303481968710546e-05
552,9.727749575169073e-07
553,0.0033781484842788177
554,8.157691558525971e-05
555,9.270852960010466e-07
556,0.00040332822708496015
557,0.0024746017372338923
558,1.159199153879351e-05
559,1.9699254613952808e-05
560,0.03750332073603684
561,0.00010060604949075753
562,0.00017961260733666346
563,1.3560124533203532e-05
564,0.004747091534398435
565,0.021813618220330584
566,2.5209988762753893e-06
567,0.007046042869378174
568,0.0001304361865839455
569,2.7023306167666908e-05
570,0.0003430625144228918
571,0.02785595755056361
572,0.0010483344860280348
573,1.3196447769031111e-05
574,0.015434396647507922
575,0.031558056327632845
576,0.0705827622040327
577,0.005668381636579235
578,4.710717523611269e-06
579,1.1254971376872741e-05
580,2.7983251648954796e-06
581,0.0002930977559646105
582,0.00039715345052316497
583,1.594536680667712e-06
584,0.0003437660147855793
585,1.8491915756675924e-05
586,5.186647079506386e-05
587,0.00037847592254476624
588,5.139250121913186e-05
589,3.015219709002338e-07
590,3.6369121247460894e-05
591,0.012514686111216883
592,0.0019723833219547713
593,1.7400657366089574e-05
594,2.5929832335755032e-05
595,6.8138281623321675e-06
596,0.0001631074283156291
597,0.00021678342932917718
598,3.251416585928927e-07
599,4.0777245021480975e-05
600,0.00012064961238235044
601,4.694972913418541e-06
602,5.8393060975477544e-05
603,2.4405395227906837e-05
604,0.001514241355320008
605,0.00017356286659523298
606,0.0014482124832022752
607,0.00016745949071365185
608,0.007369293252787052
609,0.0014857106504129974
610,0.008129428623668644
611,0.000661803439485409
612,0.013857144334851124
613,0.0003302595152587611
614,0.00014344021078741015
615,9.657184315149176e-05
616,0.005426577593746499
617,3.8545769893531405e-05
618,0.0008298379028442306
619,0.0012895035035994317
620,0.00033006034675300404
621,0.00025375620294344303
622,0.07278262123647086
623,1.9026852601109002e-06
624,3.202114828574621e-05
625,0.0001470659416990552
626,2.555172975894635e-06
627,0.028647310387629667
628,2.8090556114527636e-06
629,0.002480989910413166
630,0.0424221669925311
631,0.000626372204755816
632,0.12391182661579431
633,0.00017197222549288456
634,7.512215322429262e-06
635,0.0006013465840998439
636,3.231929032450617e-05
637,1.8335380082971677e-05
638,0.002570351197120944
639,4.500854941601763e-05
640,3.3793640833016933e-06
641,0.006995220278770922
642,1.0507853249888217e-05
643,9.455382899660793e-05
644,0.0010959389937715079
645,0.0006740497827600869
646,6.991848198845989e-05
647,0.0008096648350975253
648,9.129979172368321e-06
649,0.03145490901262983
650,9.961545408684441e-05
651,0.0001867279585787323
652,0.00040115101839125725
653,0.00025753290527405167
654,0.0003403566768926561
655,0.0012138097368337884
656,4.586826648832206e-05
657,0.010394671862601918
658,0.0012273001856845025
659,0.06545081340530118
660,0.0002696360908956978
661,0.00163219312369758
662,0.0009147991293258312
663,0.007664400509326178
664,0.007772094829527905
665,1.9522737620918156e-05
666,0.0003952024981351314
667,3.3501178750337235e-05
668,1.1476697115497596e-05
669,0.005376411304049684
670,0.0006887349731771907
671,0.0012376170206684725
672,2.526791444971673e-05
673,3.294725367199856e-05
674,1.410976925092598e-05
675,0.0020354213671582434
676,1.3059712154126995e-05
677,0.8697963296032055
678,5.271568417548859e-06
679,4.840261953666743e-06
680,0.01038951413377145
681,4.447661310203211e-05
682,0.011940695026987932
683,0.07927473619395348
684,0.0004495192145199913
685,0.000895298215909614
686,0.00020231399540334742
687,0.001751939316156958
688,0.002799153221414485
689,0.00015756601592933564
690,0.004005873693221232
691,9.18282989591037e-05
692,0.02510297036053112
693,0.0009438887294617631
694,0.023060694238665854
695,3.055668258856123e-05
696,0.00011657732116564278
697,0.0002910085040711794
698,0.031401771672235096
699,0.02327313078870848
700,0.12461449429330511
701,0.005204522515262665
702,0.0001618357149362634
703,4.755053723556755e-05
704,0.0034592267198382313
705,0.0017194830723357933
706,5.6547742627272806e-05
707,5.955733219966173e-07
708,1.6964222525080643e-05
709,1.878817123324058e-05
710,7.565356609587087e-05
711,1.1762729248871947e-07
712,0.00014644372060691245
713,4.611254302092866e-06
714,2.831509418897355e-05
715,0.0011079197408656683
716,4.478867218893058e-06
717,2.640530673342059e-05
718,2.6169182443535753e-05
719,0.0001378145064066018
720,0.007804319706344057
721,0.029033013671098454
722,4.3323967709725084e-07
723,0.00013424871707500526
724,0.002495813568022716
725,0.016758147571608113
726,3.821337032596574e-06
727,0.0021524055227960795
728,3.5428879091017185e-05
729,0.00020626826460959683
730,6.707993981686053e-07
731,4.307918086264891e-05
732,0.0003291976090371196
733,0.00014779208214057938
734,0.002758964120917284
735,8.540954781767563e-05
736,0.0013529568627646757
737,0.05571695287523287
738,0.0007940161315715874
739,1.4342572017393145
740,0.0005973531160845529
741,5.375238178866646e-05
742,5.8331712992947866e-05
743,0.0001086207108252706
744,0.023618336816670697
745,1.999638366579065e-05
746,0.00013060060220613305
747,2.796048533974866e-05
748,0.0006316182926427914
749,0.00010761116109532042
750,0.001070172796904999
751,0.0006835546630711829
752,0.02431125565825631
753,0.008471762665627911
754,5.3921328751382006e-06
755,0.0008410677538721093
756,0.0005699492977458042
757,2.677900716309133e-06
758,0.00010299146188117875
759,0.00222122497378781
760,4.93710398830552e-05
761,0.00740829028700637
762,0.00022503171757624402
763,0.00011537683225047494
764,0.0005330095468982881
765,1.2610955818052196e-06
766,0.559230326113528
767,0.0005260105534543672
768,0.00012312848220388955
769,8.222807845835168e-06
770,0.0010012869432032348
771,0.04072093594842438
772,0.00023476904311660245
773,0.019667635462654053
774,0.00034860013073103924
775,0.06581426985858183
776,2.047102740503506e-05
777,0.00016011346209038015
778,4.419378816736059e-06
779,0.0003974512885838809
780,0.0001455001813944769
781,2.4859346875682024e-07
782,0.00017184102654256366
783,0.0022691201000019077
784,0.0009204514968777502
785,0.00019106259516013407
786,2.746770330020479e-05
787,0.0012065324089639883
788,1.3399715123648659e-06
789,0.00044635593013063056
790,0.0007173625551881286
791,0.007875581247446316
792,4.528452714251218e-05
793,2.7019292080288736e-06
794,5.5013612752212405e-06
795,0.0012148163771893128
796,2.387930668650824e-06
797,0.0001183730574643199
798,5.3682769594386786e-05
799,8.364090819544426e-05
800,0.004417797289302085
801,0.0005142799017107754
802,0.00039097722669536244
803,1.6085482460657349e-06
804,0.0007617534547765307
805,5.4486281470880464e-05
806,0.00025835205136065623
807,8.277390689926434e-06
808,0.00021941876867449377
809,7.477379429658561e-06
810,0.03974506194396646
811,0.0012421755297653146
812,0.00034432719431128203
813,0.0074428826720532295
814,3.135773133580446e-05
815,0.012890747137060125
816,2.560215157219906e-06
817,0.0018860820266191037
818,1.3857210620534264e-07
819,4.636217131514108e-06
820,1.874222539822183e-06
821,2.733700842371263e-08
822,1.931474851713946e-06
823,3.4669653747047493e-05
824,0.00020109674130859025
825,0.00018596145810778476
826,0.006193313203203661
827,0.0042920270823069845
828,0.00013395688770604093
829,0.0005193439151078065
830,0.026890537197563413
831,0.00013237856976000507
832,5.34813224357967e-05
833,0.0038372303428926297
834,7.732919648546085e-05
835,0.0008552512009165589
836,3.2606951672092225e-05
837,0.0005396789202510647
838,0.00033150421752203754
839,0.01053502314570443
840,0.00010425683319237379
841,9.762686502801217e-05
842,5.8320304894068835e-06
843,0.00026634032581507176
844,0.009352530542348114
845,0.0004703852953667289
846,2.247504870764291e-05
847,0.0014727550753154772
848,0.0006152257788543134
849,0.0009366581934002104
850,1.1729643779664908e-05
851,0.015210495782800097
852,1.7692834112811955e-05
853,7.734477098358939e-05
854,3.229918776561397e-06
855,0.0014428897849341911
856,0.046698014002603025
857,0.08115985527608889
858,1.764890744815773e-06
859,0.00020408336943979384
860,6.0700008108150996e-05
861,7.190913787861265e-05
862,1.9850367653868648e-05
863,0.008207148864360251
864,2.795024771702407e-05
865,5.583697463079704e-05
866,0.0014538214803586187
867,0.0031203913404053087
868,0.001375596318715577
869,0.005968254103575064
870,0.002238805168732441
871,0.00043504806096879506
872,0.00010001264522396741
873,0.0021721029677855795
874,1.160536666463731e-05
875,0.00016754315063052995
876,1.2019259110319854e-05
877,0.026306020679942962
878,3.857772136234429e-06
879,0.0005709756663389107
880,1.4974957270553308e-05
881,0.0004232915458907532
882,4.41375325751652e-06
883,0.0004530768216197125
884,0.0008431616082796323
885,9.051625939048873e-05
886,0.005839593229793026
887,0.0012166347579861867
888,8.39472943972584e-05
889,0.00019002133669918447
890,0.00010341906036338059
891,0.0009045696750556582
892,0.00011491820187596309
893,0.0011028537334221615
894,0.0029207460843857923
895,0.002370604042842762
896,4.233989902158246e-06
897,7.3136198866703945e-06
898,0.0010898090222582122
899,4.880081635496098e-06
900,1.1828911510976174e-05
901,0.0019739750744557395
902,0.0016085762597505165
903,1.3525342479522067e-06
904,0.0003768471699726308
905,0.0009765637591403363
906,4.67590406359647e-05
907,0.00017305130709084415
908,0.0033033756185416895
909,0.00010074950822341785
910,0.00013997924579228083
911,1.2422198216493784e-05
912,0.00010305687588230815
913,2.9731432715551216e-06
914,2.4784013511607416e-06
915,8.554230144954327e-05
916,9.668783982859952e-05
917,0.003095946892010949
918,8.875597152901023e-07
919,0.0002558754695076029
920,1.8823797903835267e-05
921,0.08724056412632504
922,0.00367079246439568
923,1.7468923527409998e-07
924,1.8571197280097955e-06
925,0.17916878514223653
926,4.93627513250603e-05
927,0.00014460898464692284
928,0.00012881996624206554
929,3.3773943536452716e-07
930,2.6221384717576826e-06
931,0.011289929904193127
932,6.271698341998206e-05
933,0.0019953388763802138
934,0.00599256557236904
935,0.0005833167784438497
936,1.5439107570474575e-06
937,4.9838098933021477e-05
938,6.6384225964287e-07
939,1.1993010119645355e-06
940,0.000887975148437532
941,0.00040786761710313575
942,0.4949905431289135
943,0.02278674066548359
944,4.733785099224352e-07
945,3.970276473491537e-06
946,0.008128404913936649
947,2.9446256975013614e-06
948,0.00018590490122334235
949,0.0014183622710504256
950,0.00022607146795836414
951,3.5584971506504484e-06
952,1.1671008816170779e-05
953,0.0012420973682738129
954,8.88970711804958e-07
955,0.0032431098441302714
956,5.137623977741212e-07
957,1.2166687492172149e-05
958,4.286928719966001e-07
959,0.013923678283028132
960,9.981287963663529e-05
961,0.000853688174361416
962,1.8400669493907053e-05
963,0.023436325049755256
964,0.00018220958629930242
965,8.34974236737069e-05
966,0.0009974023011411768
967,0.00014300327075807343
968,1.3675907330390417e-05
969,8.759420743601252e-05
970,0.00026205304406297386
971,0.0004734145286991636
972,2.7582225515235213e-06
973,8.907341200678593e-05
974,0.00015036443974098855
975,0.003161844679832332
976,0.0006562667294745721
977,0.0006260688978812382
978,0.0027481383805513047
979,1.1342848003476897e-06
980,0.0001840553538042983
981,0.0002127026129486181
982,0.0007092378051743591
983,0.0020183666116078127
984,0.012713168085977855
985,0.07518390819074217
986,3.5908076470301708e-06
987,3.085872800116274e-06
988,6.07403625479893e-06
989,3.314554045695669e-05
990,0.00016450859195169193
991,4.45753631303476e-05
992,0.02403063408416193
993,0.08490315967827704
994,0.0017038646112836023
995,0.000534758540200058
996,0.0003020579560357689
997,0.0029894056413785684
998,2.2010578468249285e-05
999,0.027465088103637805
1000,4.629412432124359e-05
1001,0.0018785114851832254
1002,1.7303343263214308e-05
1003,3.857381436680294e-05
1004,13.944514023845258
1005,0.0020497851206467237
1006,1.5835197817133947e-05
1007,1.4778545156562454e-05
1008,1.7817428493512175e-06
1009,0.00018320281591008256
1010,0.01266409479355773
1011,2.0748029549844642e-05
1012,3.0449286451569658e-05
1013,1.2301716798549184e-06
1014,1.2432330093656232e-07
1015,0.9584145894583127
1016,3.497423400988388e-05
1017,1.0412710154222079e-05
1018,3.386934595840432e-05
1019,7.439922160192101e-06
1020,8.148615511928019e-06
1021,2.6314228541621123e-05
1022,1.7696842336644688e-05
1023,7.171923871404798e-05
1024,0.00011448010560574263
1025,0.0021978557892683597
1026,2.4174264602489272e-05
1027,1.8281451436667264e-05
1028,0.00043891956952706116
1029,6.110613860019317e-07
1030,4.27376610902133e-06
1031,3.8963395667133524e-05
1032,6.850885207158561e-05
1033,4.3966788365996795e-06
1034,0.013982459395844122
1035,7.35581971994477e-06
1036,5.416448899181758e-05
1037,0.0011932185815268013
1038,0.00021693569571019306
1039,3.3887287333715156e-06
1040,4.872356777096115e-05
1041,1.1399626137703176e-05
1042,0.0003180146897885551
1043,0.0003631820782628647
1044,0.024623685813564965
1045,0.012826202884904601
1046,1.2656979630339748e-06
1047,0.00018654090979821575
1048,3.017497729882345e-06
1049,0.0037387683007358507
1050,3.207458319645786e-05
1051,0.00011646959153852411
1052,0.00021089499799417652
1053,0.0008776594081929838
1054,0.0001959731538276351
1055,0.0016343743782520786
1056,0.0009504765210754419
1057,0.0012719334528920336
1058,9.402955411069169e-05
1059,0.0008824969180765993
1060,1.3918579453710157e-05
1061,0.0002669439129117177
1062,0.004776994541243794
1063,0.00022887719458731943
1064,0.002669965542047197
1065,1.4980567444259897e-05
1066,0.003460864627762247
1067,5.691341454257562e-05
1068,0.0004277109676782532
1069,0.0006437404494003844
1070,0.0004898023401573013
1071,0.000640810547252039
1072,0.0036039335474469143
1073,0.0007141643669419096
1074,0.00039121666844644983
1075,0.0002642901591100709
1076,0.0004371161755708533
1077,3.7559787904105527e-06
1078,6.270859593072859e-05
1079,0.05110260820204984
1080,0.0002201437938713294
1081,0.0008893706582522023
1082,4.3902024163725695e-05
1083,7.653789039685128e-05
1084,9.84219031767435e-05
1085,0.0002138776629692928
1086,0.00031173183873063425
1087,0.00043980891388719734
1088,0.1498093152553137
1089,5.975998192627863e-05
1090,1.673269075521478e-05
1091,6.38060997380846e-06
1092,0.00014880399869447267
1093,0.00014342066252634206
1094,3.12622376257866e-05
1095,0.0010079914168981577
1096,0.00024407252209598213
1097,1.998764043403418e-05
1098,5.905126954505261e-06
1099,8.5912272813957e-05
1100,0.001112715218650002
1101,1.3466034792931232
1102,4.765928604421098e-08
1103,0.0016645497521264525
1104,1.4496327867704976e-06
1105,7.157454006737398e-07
1106,0.008655545866889098
1107,1.4538905318624617e-05
1108,0.00015402364703143403
1109,0.0012629201559600234
1110,1.6973732463964853e-06
1111,0.0002590250681492291
1112,0.00017641939377199508
1113,4.475207088629369e-06
1114,0.0006323472373183995
1115,0.00011087163266297278
1116,0.3606433454162237
1117,1.0803806690555741e-05
