,Ohm_price
106,1070.4500318511232
107,219.51159100746418
108,26.428256595697533
109,203.60364606656623
110,93.42072229148638
111,176.1127567846505
112,194.94965139645942
113,400.3694178948951
114,473.522476223849
115,397.64069514035725
116,194.37905829145336
117,593.8438403495253
118,232.8220896453666
119,1148.8928990856382
120,702.3804279582649
121,540.249971512562
122,202.01266506115985
123,588.9429585560048
124,363.2146694817748
125,393.9209235254553
126,296.22951240732436
127,440.668429308953
128,280.28540383082964
129,74.16782740253903
130,478.5323580473207
131,226.6180668726024
132,1160.3010249095948
133,61.409791768783705
134,144.84283698554
135,642.2767476617779
136,301.7180833699705
137,794.4127652813659
138,95.49731651805533
139,394.225451413902
140,455.83746324214087
141,126.47467183084538
142,175.5604335648591
143,20.46835887985973
144,63.68308902794814
145,348.9883681651189
146,561.0188132217281
147,396.1510124636669
148,480.98898230857407
149,70.2276433648944
150,57.399080328678686
151,130.92698712719303
152,525.2769536367816
153,441.98525319501044
154,206.2896576763964
155,176.35798771614125
156,1248.9580966517797
157,770.5737029661384
158,148.67275634344844
159,727.7591273404087
160,140.34109586861237
161,359.9077196205869
162,92.23462669554159
163,598.175517341857
164,480.831693269405
165,377.2923390355586
166,380.243479112734
167,186.56834348419602
168,240.33480537475984
169,185.1724930246462
170,355.2002854703471
171,454.05761739485723
172,554.4818988427529
173,177.26967111408464
174,203.6753026314267
175,395.6217541183935
176,1294.5722722988965
177,195.27788825872307
178,149.2512538121501
179,68.43064136780345
180,65.78290254291237
181,468.8499997685622
182,998.9249257663446
183,975.7919079105085
184,305.10866216575863
185,780.6303069893819
186,22.676666780539666
187,216.16226607996612
188,618.3280915348503
189,111.66610469878881
190,354.61397284611087
191,47.54516768143168
192,228.03560099415236
193,284.2325987979228
194,465.15477574736514
195,573.3076719192821
196,359.70213151207145
197,451.9968292697071
198,492.808111788166
199,714.8467535183546
200,829.7933850439156
201,366.8361911439406
202,38.29050606858448
203,54.82053658149989
204,1269.5587662371488
205,224.95187711074303
206,457.3363760281971
207,981.3936559884871
208,481.4664063556862
209,197.89004340612408
210,75.88761156352476
211,76.07785520507693
212,653.4689800492993
213,338.57102569616984
214,572.742055269524
215,350.7801692927966
216,550.2373744911126
217,590.8187409000449
218,608.0681412230335
219,251.55728634275076
220,663.3233429376374
221,297.7858770239005
222,30.596502839744296
223,328.5957670964879
224,581.6762963280544
225,699.4046051443544
226,152.0333671314094
227,755.9697612677616
228,624.9892918150051
229,111.43158532886771
230,833.4672160708374
231,511.36992293916603
232,703.8495104880894
233,244.71240713115054
234,620.9007215163857
235,818.2483364338568
236,412.8845890400484
237,440.6212797194081
238,231.35580859562512
239,310.74866063441596
240,294.21243359617466
241,164.32432710765576
242,718.2285875241545
243,237.12990673072625
244,384.7818358047139
245,532.2087036884853
246,23.92534561196861
247,963.4155813771641
248,191.65042425793365
249,207.05756686609263
250,185.75840728136524
251,186.8759283005965
252,238.5560833524764
253,364.53857553998307
254,125.4005100570459
255,298.84908669350204
256,503.2651592884277
257,249.10438258980994
258,777.0739277790744
259,146.2294298033769
260,70.03243978922362
261,1835.9469531855368
262,34.52071285723051
263,219.53698021534464
264,183.77086555378872
265,606.7406784700094
266,141.6998254433054
267,583.8123827740386
268,182.91357604198942
269,184.36438830107937
270,399.99175161329555
271,325.63406175296365
272,103.80236293131803
273,345.5385299603323
274,254.48095504782765
275,235.14199490042677
276,109.49472137804858
277,354.51028025448653
278,371.40702484842586
279,633.504859353515
280,604.7232772285086
281,161.00035728652196
282,66.4197294813775
283,910.3732746193316
284,1322.217558396661
285,280.23658545837355
286,47.610556949831505
287,756.2377363181419
288,332.5758765817212
289,353.3060914432583
290,252.16968907938198
291,384.7935816338042
292,153.20149448016699
293,410.7748046818994
294,28.988949567684504
295,401.9602845649554
296,247.11291725498873
297,192.75708248878672
298,301.4140904011029
299,165.07456327799787
300,633.779710666561
301,386.89924729638966
302,89.41492456570359
303,62.24449662244839
304,255.10837461366404
305,804.7746155508928
306,155.73430011297887
307,462.9793605312519
308,85.94569313592058
309,119.0106616173058
310,180.13855944663163
311,417.941604831326
312,495.8245402743387
313,157.1541357063605
314,431.31396616034874
315,139.7048106032382
316,338.2292045231097
317,338.768119508555
318,578.5504749603324
319,502.4739645248204
320,29.623434697709758
321,27.083424709485048
322,132.1948970742118
323,1529.5014373760705
324,821.7584475194005
325,120.32733338200016
326,957.9286520339094
327,154.47875789052537
328,347.1824523574751
329,433.9462098883551
330,227.4341837511098
331,255.3833674950398
332,405.6739527420718
333,151.03700683993242
334,517.353529777087
335,600.7771965755607
336,249.174838293019
337,114.66529169021035
338,695.2093632175057
339,496.4237802964709
340,505.2415768408941
341,419.5660024440814
342,95.9265392759822
343,573.2610256212978
344,203.5486884047185
345,275.86380676484765
346,195.80743257829994
347,475.3145691778691
348,246.1786075729651
349,303.0648628238625
350,212.02373953222926
351,299.58543904325774
352,338.2372473559412
353,328.3702934218034
354,138.33003526751003
355,196.25519739238177
356,539.6153773277181
357,284.6170655493077
358,443.4347609451384
359,690.0430963273635
360,225.15086512114848
361,339.8024943491196
362,411.4188581192599
363,316.429992273677
364,49.603616977744664
365,219.0489864023645
366,172.7428383596397
367,401.5516263890882
368,820.5365650888004
369,150.58989921701095
370,729.9902604873214
371,421.94070526238033
372,324.23810043217003
373,1157.3262447318027
374,52.35770401612333
375,650.7432316370595
376,345.4799519215836
377,830.1702297214681
378,354.31566940754334
379,619.2361441420489
380,31.524805624001843
381,443.67950562028346
382,240.90199136568538
383,149.9236668511062
384,1451.4282020501241
385,1313.5189264802548
386,296.2752695968567
387,128.65989579611332
388,270.9744311641704
389,243.48966249380146
390,174.1601411558613
391,395.013380164823
392,225.7665034165415
393,250.30905126129448
394,463.43949503856845
395,102.8340676979005
396,401.1142270386049
397,50.658902371858694
398,478.134266583589
399,663.5578363425682
400,173.99260104100577
401,73.7570766150456
402,372.0947168011475
403,46.52615613310222
404,398.33000098648296
405,468.57216453599597
406,961.6315529497614
407,1174.3863925039607
408,946.7684562115061
409,11.602647817033278
410,509.1458149325198
411,430.70377615560636
412,284.1563200540963
413,199.5423468427
414,294.41867015149006
415,18.844795713327514
416,336.1069884886345
417,704.4742716972095
418,143.51001128360085
419,147.42645474139854
420,194.7427227758338
421,575.451665313766
422,617.2422911332634
423,726.8273774403461
424,436.2151322468518
425,1019.0061815126023
426,284.33610130648725
427,172.06138294698766
428,684.2619180823152
429,81.55992149734189
430,415.4618250031748
431,881.1112761535808
432,208.28460449571227
433,205.02112589193803
434,723.1221900898411
435,364.1180664878258
436,101.01660334138231
437,30.006445875434604
438,710.2578558201579
439,807.6950526705962
440,277.31386383553644
441,157.9238424846174
442,938.0102200598469
443,141.98006081634844
444,14.587354604946741
445,488.7274354500917
446,374.69865764455386
447,126.11412166956416
448,86.31257196470877
449,412.0279453682299
450,226.2749164176818
451,151.6488780997701
452,590.6863003073078
453,116.49751281819539
454,194.13416053600528
455,875.3476930097312
456,215.34823204604282
457,424.07793802433355
458,102.8664488412587
459,1654.4677032430857
460,138.52319007802862
461,589.9594795311851
462,209.0407127921521
463,221.95177670857123
464,448.9595005075028
465,750.8218053467293
466,262.28304347587846
467,554.7967720045056
468,52.57319498231626
469,108.48910091302089
470,298.045008493724
471,830.8564487937276
472,786.519973194185
473,79.57027387525649
474,694.9436992997743
475,209.823383636774
476,76.1489334173006
477,554.7470636033327
478,321.6812120945323
479,200.74354282019087
480,140.98656311611416
481,189.6327105966138
482,78.8744885542369
483,127.40638194526466
484,1034.893284652131
485,362.3907175627881
486,545.9115692243511
487,269.01151660312536
488,223.53154451971238
489,341.6814613697646
490,249.24351448477725
491,708.957515664522
492,748.9514664076206
493,544.7769009623009
494,823.0422551321134
495,198.68976710297912
496,411.0566762756879
497,9.288297336756125
498,437.72199217516777
499,517.213701276716
500,49.28715303260571
501,176.8849049789409
502,393.67068675510035
503,191.85875641078766
504,276.86021229942224
505,118.43391946428345
506,80.88094780054894
507,420.6680708222615
508,243.89962133220516
509,63.154098959726326
510,868.7855758857828
511,356.2563270123907
512,761.7103539556812
513,269.11639911980086
514,197.07028874857426
515,602.4393382547536
516,542.0120197057278
517,342.1678268361659
518,517.3129091239286
519,540.7140114142915
520,353.5380396856086
521,343.0483173065258
522,765.0316910336686
523,270.4856204402631
524,779.6029556726836
525,65.98901305814927
526,270.5285910520656
527,681.2161180551992
528,471.7001772427512
529,119.76990622274784
530,59.68620763946856
531,599.0758314492398
532,174.91463223933664
533,501.7562954968198
534,137.90694099180163
535,348.5654859698978
536,28.078930095402878
537,218.7763076890847
538,130.50981251420382
539,332.42782415816623
540,430.94460808850283
541,186.39220472164047
542,155.04781750352126
543,375.5595192796844
544,312.4015001479958
545,337.4609813076023
546,185.56616093496535
547,4.699592693908398
548,769.0488555712533
549,166.40357856369064
550,195.87784969558027
551,307.1814082399603
552,137.95247607480616
553,136.33938599461118
554,729.3824637518123
555,313.88054593242174
556,222.7877672335981
557,275.787064332378
558,1000.3231045185635
559,824.875383698754
560,118.66868401753206
561,74.7978539038122
562,187.1813785070015
563,558.8849715296471
564,386.81252121369573
565,1465.4203325956466
566,583.8885574614545
567,299.13208539793726
568,301.95688505602715
569,35.395466818132185
570,473.5044396941516
571,505.99588986933543
572,718.5490056788094
573,109.04136266752451
574,467.1440480886532
575,205.1399448587597
576,155.982587788392
577,409.54961060268244
578,184.74959674423627
579,39.67759821123416
580,91.74077263192972
581,424.4785099709775
582,357.99106801249866
583,250.44446477855706
584,98.13050721891894
585,826.6147125317765
586,293.1191217895021
587,61.79697990266094
588,173.8227430947864
589,671.4109020742478
590,339.51815082830416
591,441.2212644355178
592,203.55506257190552
593,558.0519920576295
594,92.23016238942579
595,797.8174924510714
596,247.78746504494742
597,442.9313152256813
598,377.9687113227647
599,207.46561953381803
600,1013.4329910295994
601,933.722441010203
602,203.68941772870875
603,53.28580796285275
604,153.4657953220037
605,522.1627868805377
606,1326.5290421483496
607,582.2146109566991
608,94.26042205441613
609,115.80446811434065
610,124.74771603744344
611,196.0346824055059
612,427.4590232742762
613,24.001245122369916
614,605.1978312185842
615,182.47397984670496
616,103.85907523192968
617,350.9121796390892
618,21.788819503523747
619,451.764867442824
620,511.11821932596433
621,238.83621740466415
622,304.24703169724404
623,487.3619282447888
624,792.8165046703872
625,492.24952602171265
626,321.64349355129133
627,399.86914126229664
628,513.934543123928
629,40.20599832883144
630,423.9022756481729
631,203.60497676388613
632,617.5560954791617
633,236.9767706769113
634,601.4689047460812
635,280.82926832770136
636,70.84698613945851
637,181.6990482158466
638,225.3056008957479
639,493.76350952744576
640,194.1702107977139
641,194.5493437627999
642,695.3227017044275
643,497.2485952401463
644,628.3130118006615
645,131.31987256527424
646,508.9967639843384
647,32.69770581221983
648,299.03202362729826
649,379.9310157987837
650,487.43164203361187
651,653.6766110756068
652,752.6565895203292
653,500.8553342768169
654,207.30025760786285
655,755.2263263130347
656,262.07703090152086
657,118.31369636558297
658,338.8424771324279
659,79.94884088056772
660,983.2522671722328
661,428.30808154652925
662,800.9132264138274
663,174.98100386501756
664,653.0081974548862
665,438.99823716369514
666,304.3758744365079
667,208.2670539397215
668,399.1230541395308
669,249.6961408932913
670,1007.8182656854184
671,326.68579437197934
672,36.62762066286933
673,728.6431483577549
674,130.5851813576503
675,930.5570335725671
676,229.6904547016734
677,868.8358041251977
678,53.18976309196207
679,1054.124726034048
680,926.1903669970079
681,170.0595004237339
682,392.71986450935975
683,95.44834663639152
684,210.07982575078174
685,87.01228532381884
686,698.6246978114397
687,90.76296315910561
688,190.71625012663793
689,240.8535978062891
690,363.4053686808115
691,154.54430895536885
692,411.66936896010014
693,323.9245432764128
694,32.02967047456253
695,478.5839794925325
696,530.7450112576707
697,367.10317230671984
698,141.58210026316948
699,328.7445601588061
700,382.2704553474642
701,46.316432787313126
702,427.73767591262913
703,60.58423629280038
704,1161.3482080674921
705,36.84113313067105
706,175.274289043499
707,139.3680729948426
708,244.26502841566113
709,325.3572798586366
710,859.2082770357249
711,114.75051026749955
712,187.14869873553639
713,408.49193966187664
714,727.0602917927428
715,520.2521423877005
716,314.68572519524434
717,449.27333721958775
718,707.6506327463721
719,257.1585342010224
720,401.5878336204104
721,228.46419334732607
722,423.2620122605633
723,390.2300344126822
724,615.039136383296
725,175.40871527424264
726,1067.5987344930204
727,701.3572001123769
728,416.236947854644
729,94.67622039164159
730,1135.1001316390996
731,566.2935543739258
732,303.398727449702
733,138.3919809370756
734,162.68068071532977
735,282.3678556931
736,509.12787376254005
737,441.66821185911226
738,340.7629417741778
739,509.9863480924936
740,189.54614617404536
741,216.69761896004735
742,392.8567615637522
743,233.35716055722602
744,882.318162315328
745,221.39271761142604
746,197.31927542782782
747,114.82187161367528
748,194.1248049771258
749,1143.2821584381013
750,278.85109561445717
751,98.08068011616757
752,396.21050100270355
753,244.38685404334038
754,67.18990289370466
755,1013.0022666491292
756,64.88037503147623
757,217.3443652131688
758,312.32465658905716
759,356.9676017923119
760,640.6530408905992
761,186.5240820348818
762,108.35585982077083
763,452.2092832588321
764,543.6899765399936
765,41.52142319694563
766,535.131414314623
767,20.260007978764403
768,41.869757779696144
769,162.13206245797602
770,469.5401068791486
771,265.1465737689448
772,40.84158957825347
773,138.3604924369799
774,423.0642408785693
775,358.580630734664
776,531.1478714015816
777,135.72944969431288
778,428.3705831919374
779,172.54319574801653
780,546.9835860441478
781,243.98742247348636
782,168.50103476840022
783,76.86108185704795
784,267.97289205924886
785,516.0346490583961
786,12.93446119119383
787,309.0616791891807
788,13.698748318616587
789,355.6571128587531
790,323.2322909038236
791,355.5273642503386
792,203.25595596440837
793,340.5214182645428
794,1374.2435506677432
795,905.7941657485402
796,544.8175447895251
797,48.00372245784599
798,244.6061148688327
799,379.8581841887489
800,5.89468210317407
801,781.2976828542611
802,49.83081299847488
803,760.6187430531602
804,250.39786457767607
805,49.5329203571084
806,117.55198381301871
807,143.12445920705613
808,226.3329048852112
809,271.13782431299364
810,515.6395709950199
811,284.8133049422634
812,239.52538527879372
813,195.2431398986948
814,65.21787212338158
815,401.7419129334526
816,337.7734623565819
817,382.3169758680958
818,169.1125415675243
819,560.6179822450836
820,294.1167460560864
821,132.59234944227987
822,273.0088576043457
823,581.5153358900101
824,348.7832026910535
825,103.05048164354301
826,571.9502604766385
827,561.2388073776887
828,352.147018627754
829,301.31352793168844
830,564.032448427795
831,227.99829762290886
832,366.73794789762366
833,727.0190210652833
834,155.80778775282937
835,404.2738957120836
836,1226.2142569991322
837,410.41358873770264
838,186.75718392635338
839,247.60537223883495
840,562.1260981504357
841,222.83883400682848
842,80.49325828435293
843,307.1907337579938
844,445.3935061558971
845,211.90014377299852
846,183.13606228377571
847,134.0670507906594
848,351.6655437577574
849,215.10401298621528
850,418.2729291055354
851,68.45053686517208
852,376.61777354679214
853,175.54597268488365
854,498.97741277403776
855,686.4249490326581
856,298.1088537506972
857,446.3027559141924
858,648.6685902760923
859,219.6756162130717
860,535.716815996408
861,357.5122991473834
862,400.8744942394205
863,307.3877270345737
864,210.3726071528472
865,261.58897497049315
866,174.73926254531023
867,800.0826845257876
868,340.0001050924361
869,434.7674946347619
870,1288.4660422129202
871,915.1136337598359
872,195.64618235376156
873,426.2340849072134
874,224.7440318871829
875,122.88051621742443
876,560.4674420373842
877,69.32148058518865
878,371.6820717044016
879,97.769064676458
880,91.37853846440633
881,378.46223787426595
882,344.9083704106834
883,227.86699229010713
884,947.4508631450075
885,27.013822723815412
886,1209.3805031610102
887,159.89844530485612
888,367.98870801295027
889,244.49134768809338
890,132.9870578508664
891,314.42262175626036
892,283.1110520828366
893,38.90597115093405
894,1217.8980160185897
895,773.0178888136251
896,207.65409429633806
897,124.09456889621902
898,531.1614016451751
899,298.5360269294532
900,632.467048088275
901,100.7086412595728
902,671.8706959934408
903,12.272914887648783
904,301.18629342500446
905,223.2803879217519
906,257.6895760830156
907,188.08533554855046
908,61.156765072840265
909,441.7981490375966
910,491.3093925189108
911,535.821540325868
912,270.8133879568948
913,569.3769157800142
914,808.2469579213001
915,308.853196947457
916,294.13503013429045
917,204.22212164601905
918,534.0571026764769
919,197.575506219469
920,67.44550976104102
921,178.95710710197574
922,108.31541505174262
923,25.983383852323424
924,679.4305241006798
925,154.23221558781935
926,34.81900342405019
927,154.5415806977083
928,168.43462494930273
929,295.38074832921956
930,1130.4366426173892
931,289.5179052743277
932,746.6765379655546
933,809.8821037052171
934,985.339542509275
935,458.43490602263296
936,918.5451952580011
937,182.34066400294967
938,438.0055572750217
939,116.08492335366284
940,876.2758237543364
941,488.68205577552425
942,563.3568101541292
943,308.85058460698014
944,389.30037805020527
945,481.6845331165591
946,867.3614479604147
947,195.93265183322094
948,6.564009294002623
949,194.89056015287235
950,501.56995383047746
951,316.5644065146084
952,103.00347579896733
953,319.01329547421636
954,1028.6389021745442
955,860.8617863809596
956,15.790794770671898
957,280.90976977749017
958,316.5126374769844
959,263.77930564135016
960,828.4434112239729
961,422.30110887289464
962,284.75945804300585
963,156.12180774749967
964,280.4960218317147
965,120.49818424662315
966,192.62581688733172
967,250.9417150312574
968,822.0406341608586
969,1010.427370538786
970,454.2810671717012
971,303.0735740589627
972,494.0247426681094
973,109.93708164222532
974,1387.2418408522917
975,153.23968886186103
976,699.5686550332877
977,217.66523118194507
978,101.33631409028723
979,894.0189820995105
980,89.9121770615539
981,242.076160983838
982,121.74526908640584
983,286.1256720744424
984,839.3435287859954
985,762.5889502882294
986,95.83075542957266
987,256.90955000488896
988,924.4437958373662
989,349.79964738113034
990,334.78542421018966
991,354.2755871671397
992,306.48838729373915
993,575.5771603237065
994,620.2051149488186
995,468.835695957531
996,203.2777861692836
997,106.27046380328721
998,245.22881847234612
999,202.4138741937661
1000,205.76737575643915
1001,276.67346496284614
1002,203.13201649251653
1003,358.2205559406051
1004,151.304318206947
1005,526.5556647479954
1006,201.80433692181006
1007,40.49374837047403
1008,734.0148690914706
1009,855.685527816614
1010,84.85296284962753
1011,137.90789313194267
1012,334.3346582803285
1013,198.0921325700127
1014,91.32865969907448
1015,33.95931701216121
1016,106.89806646170824
1017,536.155649379493
1018,175.46370361658143
1019,634.3233634773106
1020,447.1795884650443
1021,92.00704955783965
1022,385.2747642088254
1023,434.7913172883334
1024,201.76670987538805
1025,463.7173861551691
1026,245.96224084659607
1027,741.7729576468561
1028,197.491222008864
1029,49.63989033293485
1030,258.24809816055546
1031,341.57734673210433
1032,177.40487613696263
1033,582.877838378622
1034,1015.4608071510097
1035,124.04017133824314
1036,405.6788242243937
1037,310.43405064934154
1038,444.8360516033642
1039,297.38590177077884
1040,357.88085153244464
1041,140.1232113108646
1042,476.61416821771536
1043,528.6629773260756
1044,172.71525843115992
1045,828.2035786861841
1046,508.96296224227495
1047,83.99298214627511
1048,125.39816482056547
1049,1005.0536270325903
1050,362.6100815123765
1051,493.9037805431787
1052,1365.2148818585345
1053,139.28811822578734
1054,67.6963206138895
1055,187.74415807154318
1056,313.58936975284263
1057,890.0474876884682
1058,539.4776546767788
1059,302.976202100327
1060,211.17305117211225
1061,401.50624809750786
1062,550.8209874351513
1063,188.06481172425052
1064,576.1042654556625
1065,451.63155625739205
1066,681.7173071448965
1067,678.6653803928366
1068,199.98945466880267
1069,326.1026201416134
1070,300.87828254975926
1071,359.4281793313357
1072,281.6700498994968
1073,342.49347113542615
1074,487.1189299151738
1075,235.151064294393
1076,858.7006096691109
1077,226.76815623009273
1078,488.72562536511106
1079,456.42868626986353
1080,390.9148265378695
1081,172.90969118075944
1082,357.0148202742639
1083,343.8084541968455
1084,317.80198922476933
1085,542.0704268032598
1086,132.08511155922184
1087,533.1468288208171
1088,715.335459831385
1089,60.641294076004456
1090,313.4355107839486
1091,36.482070072360784
1092,294.5606294825401
1093,260.6544809627937
1094,261.9733878002801
1095,14.481442943892425
1096,103.03227633556538
1097,226.7335147183753
1098,126.67555368230484
1099,791.704312499735
1100,158.20327543351124
1101,519.5439893961485
1102,102.80204922824645
1103,695.5698098995751
1104,1450.2414143477206
1105,766.9566965315747
1106,1930.0221493838578
1107,622.5772509435922
1108,478.4218957055785
1109,377.96283875438985
1110,533.898585362911
1111,472.27580152772185
1112,255.72285860456554
1113,511.4704873801139
1114,323.71705396943514
1115,378.48539011797953
1116,602.9406586440591
1117,157.75419655560697
1118,767.9148556031171
1119,250.14929117297925
1120,732.1379721706162
1121,842.8326814083831
1122,178.36558778188513
1123,678.2603568594443
1124,154.89699834260324
1125,244.0899395930157
1126,384.0294501620649
1127,587.1183582351763
1128,290.00727455891035
1129,158.32559230032425
1130,439.26320171631033
1131,583.2774336339445
1132,316.6992397217008
1133,264.3485751670639
1134,359.23522127166336
1135,899.5436862245571
1136,587.208585379452
1137,458.6151871090781
1138,184.52879105022964
1139,427.3609384823509
1140,650.3068250238396
1141,368.96203864828396
1142,260.2136280240021
1143,121.8964769270394
1144,552.6039627272235
1145,396.8566043192427
1146,449.50642534383604
1147,735.4431894868751
1148,622.7202766939826
1149,132.9192754162931
1150,637.1518027824216
1151,353.8818655308897
1152,34.634671606349556
1153,192.66745568104238
1154,1243.4591273116323
1155,385.47324132869664
1156,83.16914909916312
1157,386.8037568796169
1158,461.1983219862959
1159,408.2715469010276
1160,322.15515243824115
1161,223.29592372279592
1162,41.25819500344212
1163,571.1605169410697
1164,254.62614609205573
1165,223.88586173229697
1166,39.82564379268936
1167,151.28350725813698
1168,49.44804760265668
1169,214.77842215377055
1170,457.59971892047145
1171,437.12437582754154
1172,450.4913230855418
1173,612.7049515742319
1174,220.6196421693757
1175,111.72484515687921
1176,431.6146636982839
1177,884.170795279857
1178,418.9854491990274
1179,92.13090252176781
1180,141.8640989299959
1181,790.7678039361626
1182,519.1405113460938
1183,279.0430471304777
1184,419.1279542945232
1185,301.0155109977584
1186,192.40066143157418
1187,722.4898820940224
1188,432.5547314840461
1189,570.6395738940256
1190,41.157374061565086
1191,173.48760015630629
1192,382.36026981220897
1193,446.97850043680955
1194,660.1634500141282
1195,182.15221888645502
1196,697.4898247475771
1197,80.28731558670627
1198,153.10372041479596
1199,122.98308371280962
1200,304.0190043536636
1201,130.65473824817192
1202,428.36410568416625
1203,425.7215439652222
1204,292.9648479152592
1205,294.58490729699446
1206,216.75269222546632
1207,177.56115748388947
1208,329.7969899553165
1209,368.8122781066467
1210,233.25766244269926
1211,199.1697888111078
1212,206.67866729010905
1213,1994.0103796469114
1214,169.0873858188115
1215,11.531894742062537
1216,146.8718255423387
1217,152.06051205877807
1218,120.83622027624256
1219,531.2320703061436
1220,427.7618735740969
1221,268.7788098225152
1222,225.22194876761233
1223,147.2394089456585
1224,127.74781610113537
1225,245.7888760573049
1226,267.4266749477841
1227,16.081741674544997
1228,69.76908958189209
1229,451.18122144556355
1230,385.5235461074585
1231,520.3417606291131
1232,399.05662430729177
1233,491.5149094788669
1234,397.5708769371797
1235,454.35542801691395
1236,395.5261028264254
1237,162.83377416120334
1238,138.58547030765314
1239,36.97509833654566
1240,222.15318042364558
1241,547.6468049202025
1242,235.0526585216096
1243,327.87777002363237
1244,1153.912821227772
1245,79.09912445563685
1246,69.88234489618603
1247,406.92008407248403
1248,369.3532753310059
1249,188.6000445124701
1250,301.28161862880467
1251,222.87821179152718
1252,100.52790091205844
1253,464.21291733705584
1254,441.3340475932513
1255,247.23600104451359
1256,57.29523896427887
1257,583.7712905897229
1258,117.49503877831157
1259,470.6260192514618
1260,366.4247097837179
1261,40.945734505162
1262,356.9499959477851
1263,436.2242721924573
1264,285.87791466362586
1265,305.4485526542267
1266,95.92151142953746
1267,320.46254084239763
1268,503.21384879412807
1269,438.787689070548
1270,259.9671346276101
1271,508.1067404711652
1272,286.50233026739267
1273,474.299572095161
1274,168.93580242311103
1275,183.69340526029947
1276,655.0908212932354
1277,82.34608607769343
1278,375.3287740346312
1279,502.9217359439992
1280,369.1116070525945
1281,86.58057540362117
1282,642.1850054167659
1283,220.03613702073955
1284,784.9089755522662
1285,592.5933683134018
1286,159.79403950056079
1287,478.9049915021543
1288,382.41861149458936
1289,277.55010684629394
1290,107.27753132392462
1291,250.3367058957918
1292,479.609596860381
1293,159.25253778810728
1294,162.49685559824067
1295,328.5927470840673
1296,528.1804152477063
1297,114.7489637251135
1298,665.1255591744699
1299,286.3971926656165
1300,384.1465005181454
1301,242.4964691551261
1302,966.5981785619011
1303,901.6338881243033
1304,1245.0702432721998
1305,89.92740770149678
1306,1398.755895035805
1307,539.7114951072846
1308,225.19292915407954
1309,91.2460157790799
1310,785.8492073194665
1311,322.0853526772546
1312,676.3631262843107
1313,374.3271232066901
1314,154.28847394083604
1315,290.6898134078098
1316,333.39390825905036
1317,454.4028988030584
1318,211.10316890301783
1319,187.384061617286
1320,228.9105199993902
1321,534.1654644424593
1322,70.9151868558752
1323,319.66895604998956
1324,313.13986675606776
1325,164.20109146526747
1326,630.9635488483774
1327,37.6056468003297
1328,745.6817426403827
1329,702.2040409987932
1330,212.5272402169382
1331,139.09554242894654
1332,159.52262197794056
1333,455.5476190359527
1334,80.25093424940164
1335,75.29645931342884
1336,61.49708851819694
1337,224.93305076070288
1338,635.2947786928336
1339,90.71329312519407
1340,183.59711171448703
1341,820.2171880730659
1342,567.1139407333549
1343,498.65762548973174
1344,115.34588121581515
1345,520.3129336159213
1346,372.6954973151659
1347,217.12775715595217
1348,289.6877541064571
1349,169.118078420739
1350,1068.9008700304603
1351,151.18719893709192
1352,321.8508477545219
1353,398.2153962001389
1354,372.8204946728583
1355,474.5374001376791
1356,496.538286838162
1357,157.75604086525308
1358,162.509926102532
1359,191.863615687981
1360,863.5758421230249
1361,19.828008181455623
1362,889.9177664024687
1363,41.68342883764585
1364,450.90008388017657
