,Buy_Sell_Samples
505,2.4457125804025285e-05
506,4.638118765486308e-06
507,1.3835292446839113e-06
508,0.005028149950635039
509,5.901718208641879e-07
510,9.211439101930691e-08
511,3.824827697360282e-06
512,0.0007493755714756457
513,4.4171220402837326e-05
514,0.0001709691591005012
515,0.0057976478986880515
516,0.005221223289645768
517,0.00013064085128745671
518,3.766665278741236e-05
519,0.25013363653756
520,0.00014363347516289219
521,0.00014179463724409868
522,6.942076588597624e-06
523,3.8384662064151386e-07
524,0.007561483889049635
525,2.115609436448957e-05
526,0.0005168381575648672
527,1.725867147671358e-07
528,0.0015923546210464378
529,8.308076876420424e-05
530,8.839601488860344e-06
531,3.3206120974824206e-06
532,0.00016189518455169953
533,0.0010398442463582522
534,1.2436587520153028e-05
535,4.265611503822126e-06
536,1.8106002874650988e-06
537,2.616223664442397e-05
538,0.0017767702655508762
539,1.1369634791095038e-06
540,0.0002560302077800756
541,0.00042899573274956816
542,0.09318284293250649
543,6.290574514954205e-05
544,0.0006953935273413508
545,2.2037768849988128e-06
546,2.9463002195681263e-06
547,0.0009212531799099626
548,0.00030081804876416844
549,1.732330074199581e-05
550,5.8708594964468766e-05
551,1.654706448464478e-05
552,0.0019946384504709283
553,1.2785742769598378e-07
554,0.027148701564042317
555,4.95669131631764e-06
556,7.76916484710204e-05
557,1.5640806328198777e-06
558,0.0008808741890537888
559,0.0001104221495812672
560,0.00010431614922470797
561,1.240782023396892e-06
562,0.002303538763195544
563,0.0013919472443148283
564,0.00017066761587759477
565,0.0027517168097006507
566,2.7063984324757226e-05
567,0.0535529767567906
568,0.0006455398868925004
569,3.2644579805884546e-05
570,0.0007119116402565636
571,0.0003461038062951231
572,1.0234995316365104e-05
573,1.4128622291957824e-05
574,0.004751148541226644
575,1.2381800398276761e-05
576,3.854859531039877e-05
577,0.001277537349845379
578,3.2730472583460266e-05
579,0.4170920398459865
580,2.8293406075537463e-06
581,0.001035706569928099
582,0.00015284834573577887
583,0.006734868156490948
584,2.048876928033243e-05
585,0.012815664921913262
586,5.8130102460483146e-05
587,1.4869739910798546e-06
588,0.009718052117231686
589,5.966797453863184e-08
590,0.0002624552725810841
591,2.8930437301078577e-05
592,5.719066336653567e-05
593,0.0009115178062832636
594,9.882934625497107e-06
595,0.00039204906067290984
596,6.29949217802848e-06
597,1.264937989363601e-07
598,0.0002535521021568391
599,0.00023171406691864063
600,2.318489219312916e-05
601,0.003864091149864855
602,2.803055008603736e-07
603,7.820563160794211e-05
604,1.4478440187375683e-06
605,8.155070996179796e-05
606,0.001022973347765792
607,3.935687645913526e-06
608,0.02264459176771104
609,4.437077729317272e-06
610,2.6196693775334006e-06
611,6.958507906685543
612,3.6380336330099836e-06
613,0.212692984708157
614,3.5848290217433466e-05
615,2.8989536606801785e-05
616,1.023706071093881e-05
617,3.3833637747449906e-06
618,3.9503565436356235e-07
619,0.0025811881509826724
620,0.00013479298495324256
621,0.0008169179914718731
622,6.694392807372626e-06
623,0.11984828281252559
624,0.00017575179631348106
625,0.00021695753946810738
626,0.007892295469487848
627,0.002639243944197245
628,8.924865923937794e-05
629,8.16932701431537e-05
630,1.3536797591240867e-05
631,1.315241225766311e-05
632,0.00010973217230287
633,9.833309074376128e-06
634,0.0007409091784903802
635,5.758819063729052e-07
636,2.797176629936084e-05
637,8.026739147756289e-06
638,3.5931698977756087e-06
639,1.6561988835059779e-06
640,1.0639468783151635
641,0.00012775434668001106
642,0.0003755035454318275
643,0.042739621827194416
644,1.197230740542429e-05
645,0.0002676758308044096
646,2.6101504290017323e-06
647,0.0002855423047608905
648,0.0004234139901818141
649,1.8076575236089638e-07
650,2.873300957264079e-05
651,0.00034294970245646956
652,7.961947939350258e-06
653,0.012587330543648984
654,0.0003899582542734972
655,0.0040132413149916125
656,0.0015792221300930291
657,0.000430282797561185
658,0.00868362993929028
659,0.005896022926537306
660,6.394668813767003e-05
661,0.0009930565850110155
662,0.032471440861642
663,3.113545864191957e-05
664,5.517345457781047e-06
665,4.019280895327498e-08
666,6.052784431400106e-05
667,0.015013367205858627
668,3.095462201411423e-05
669,1.1671874943140983e-05
670,0.0009425647441834286
671,0.0023399923486791905
672,0.0003790181630675483
673,0.005750951030414597
674,0.0010380523786560755
675,1.3422385616127474e-05
676,0.00022949744586556962
677,0.03098678522161784
678,3.744219407584278e-06
679,0.004110224486464626
680,5.8968648878388434e-05
681,1.4780780863180929e-06
682,2.2359762583218184e-07
683,0.0013518070108395521
684,1.1314890706682332e-06
685,1.7287728764065978e-07
686,0.04084742169389314
687,1.384499522578305e-05
688,3.5160321849721335e-06
689,0.00017016537517439305
690,2.4737186208402443e-06
691,7.629203747123662e-05
692,7.547571131289391e-05
693,7.342621501921616e-05
694,2.3624997309635306e-08
695,1.6726812033490273e-05
696,0.010766929374929315
697,4.2771701734681825e-05
698,4.294634789436939e-06
699,3.438493639089579e-05
700,3.62401566199907e-07
701,0.00011459090251963185
702,9.301498954465558e-08
703,0.0001381534855030771
704,6.292650914431758e-05
705,4.85798465660216e-06
706,0.0008488895237882486
707,0.005193249389835884
708,1.99728541303632e-05
709,0.0005198988329967526
710,7.934268737201713e-05
711,1.5320616117431544e-05
712,3.64319755715561e-05
713,0.00019791976165314912
714,0.004886184400519521
715,0.00014805589270675077
716,4.999239560291409e-05
717,2.6819233798799933e-05
718,2.4222114610030945e-06
719,2.3194242964760973e-07
720,0.0006786251537885938
721,0.4900963176207814
722,5.7513111341954736e-05
723,1.5659386598118868e-05
724,1.9377194895783843e-07
725,6.823229655113974e-06
726,2.467942967516182e-06
727,3.646280979063422e-05
728,3.443126344983657e-05
729,7.6823931099713e-05
730,0.00017786145903764714
731,0.00046605854663439686
732,1.2935196258042214e-05
733,4.2553462211974665e-05
734,0.001410137952159919
735,2.15021641256665e-05
736,5.003441012444636e-06
737,3.163234442594356e-05
738,0.00043960992313832326
739,1.956783667565481e-05
740,8.252892467043613e-07
741,0.00012428714835642895
742,0.01832516529623597
743,0.0002280149567304054
744,0.001081711906112411
745,0.052963649242110035
746,7.592735872098215e-06
747,0.04333286243283634
748,0.7177352030738818
749,0.001134423706754279
750,8.17930733170008e-06
751,0.05918864499478447
752,0.0005171214401387149
753,0.0024574147868039837
754,0.0039292244623255704
755,0.0005062542138671415
756,5.756305749624747e-06
757,0.01145149000262423
758,1.4297926490297105e-06
759,0.003803960178896536
760,3.097730308599179e-05
761,7.1478843347926965e-06
762,4.9769236729084285e-06
763,0.00041438216108754286
764,2.107354626061758e-05
765,1.7304502243673798e-06
766,0.01320676096409798
767,0.0020875082686356086
768,4.350483682967485e-06
769,1.5032061787778538e-05
770,2.348665458205806e-05
771,0.006160279960756907
772,2.3761263430479032e-07
773,0.0019695113463297944
774,0.00029102156710277785
775,0.0002989290296838838
776,0.00012548339217407643
777,0.08580223898869756
778,0.0029426543199973228
779,3.438329333890394e-05
780,9.607235112215387e-07
781,0.06981675882514847
782,0.0030630347474826713
783,1.6086733337029784e-06
784,3.1580122910230915e-05
785,2.099142821398584e-05
786,0.00836460878862261
787,5.756329037302355e-06
788,8.922510203224505e-05
789,0.0001413780617041623
790,0.008019102768974726
791,0.0008350226004157599
792,0.0037965254562722273
793,8.209301629487494e-08
794,4.1098522878057406e-05
795,5.037032770727725e-05
796,1.9245978659580288e-07
797,6.741795528063321e-05
798,0.0005393757552684948
799,7.427126888041495e-07
800,2.5350080883318146e-06
801,3.977612586831255e-06
802,3.12231815077407e-05
803,2.2595191683579172e-05
804,4.8107810115784804e-05
805,3.5567660448075744e-06
806,0.00027330275793164383
807,0.04784517374032237
808,0.0005064971516224347
809,2.7307478817729265e-05
810,2.3036612704260064e-05
811,1.9599984875626752e-05
812,0.0002923533438437097
813,0.007965888690769902
814,0.0021512229641789346
815,0.0002578988341162495
816,0.0008533650099708574
817,3.0334453316436584e-07
818,1.4207883832045933e-07
819,0.00013553485824972984
820,1.224240620176785e-06
821,0.0001669777370109723
822,0.00036360152831898515
823,0.008576082398661252
824,4.722057280603651e-06
825,0.0002466466024507786
826,3.3083126674467806e-07
827,1.722412325943676e-05
828,3.717137957783433e-07
829,1.3301020221817839e-05
830,7.245701675261174e-05
831,0.0025163441142629903
832,7.654858977244326e-05
833,0.002361974951311932
834,0.00010156855913533474
835,0.00015633811844264396
836,0.0098196494633389
837,0.0002060379864981893
838,0.00010056086050808724
839,0.0003089983993965372
840,9.811590101613461e-06
841,3.9207282362204276e-06
842,0.00013996646507867836
843,0.008491215320192836
844,0.003755287949336378
845,0.00015885240608739582
846,1.2578227873245764e-05
847,2.3853446246516102e-05
848,0.0002837463805529444
849,8.770463709848234e-05
850,5.740457027060519e-05
851,4.909775023417499e-05
852,0.0010673946529631414
853,0.0003696882856102237
854,2.617564041978328e-06
855,3.5376738009313914e-05
856,3.3693864231960936e-05
857,8.658241670192365e-05
858,0.003831405760077188
859,2.238211546603054e-05
860,0.0006911333019520713
861,9.944870444164194e-05
862,3.908292797362898e-05
863,0.00015024910789018082
864,2.223548571440153e-06
865,5.742603961000987e-06
866,0.00018366742867587045
867,4.795942250169307e-05
868,0.06724792379305379
869,0.006318706186549981
870,2.5946749442061713e-06
871,0.00015249195480706733
872,5.458284694621704e-07
873,2.3588381374549984e-05
874,0.000304531305823525
875,0.17143438607777645
876,1.3962382375427619e-05
877,1.4306465198820171e-05
878,4.3628619336268925e-05
879,6.85836586255555e-06
880,1.789456407681387e-05
881,4.8023003114177553e-05
882,0.0001348636777143766
883,3.436226222772945e-06
884,4.85589509876453e-05
885,0.00012350944789466965
886,3.6721275229295805e-05
887,2.5260668941781517e-05
888,1.9811906201691312e-07
889,0.0021970172399405617
890,6.662870551358652e-06
891,0.00023481272994381244
892,4.1183865804480677e-05
893,0.0008851652723224692
894,0.26050390335671475
895,0.0001819880426909501
896,2.667346976360012e-05
897,0.0007656853073319344
898,3.590243633049631e-06
899,0.002241094851256704
900,5.3242546319069955e-05
901,2.728635716940646e-05
902,1.0552362573424624e-05
903,3.42188223817815e-05
904,3.0814444870811007e-05
905,0.015085088882096162
906,0.0007619924099629279
907,8.900073216230712e-07
908,0.06573657384774567
909,2.713914945202895e-05
910,5.103345213982142e-05
911,0.0001938529916140392
912,7.50549486422891e-05
913,2.9809926057482446e-05
914,0.005110938574517465
915,1.2234686086664714e-06
916,1.754008288475407e-08
917,1.2319187679911651e-05
918,1.0442292790421888e-05
919,1.561685390319263e-08
920,0.0225563055732559
921,0.0018446197573661427
922,3.5179562644371276e-05
923,6.55523012501721e-06
924,0.00031519697790651516
925,6.06203436461769e-06
926,0.00019624472904080812
927,1.706771266897122e-05
928,1.2275082810668696e-05
929,4.865462903831619e-06
930,9.341645378404325e-05
931,0.0010151911772008457
932,0.00010820815146374543
933,4.223500893977702e-05
934,0.003550351848878591
935,0.00013897660834650863
936,2.5388710542089103e-05
937,0.00013613538871091186
938,2.0383377538905303e-06
939,0.001396209282082746
940,1.4854342312223498e-05
941,4.168242234265989e-06
942,1.50060798318742e-06
943,0.97095412422502
944,7.117313365750593e-07
945,5.761280358459478e-06
946,4.91452359034109e-09
947,0.0001457560903155079
948,2.4538371979323467e-05
949,5.883420994993417e-05
950,2.735853889704885e-05
951,3.265683587351303e-05
952,4.2523448190998965e-06
953,0.0017179879294577974
954,0.0017686649014481699
955,8.981254208062698e-09
956,0.00044198177704967876
957,2.41400478467795e-06
958,0.00011573183952400105
959,0.0011974938021418631
960,5.820449121276328e-05
961,3.882756906429672e-06
962,0.003272480194223579
963,0.006348713092017385
964,0.0010451376075501415
965,7.090592472906146e-06
966,1.3753596599718023e-05
967,0.0018135713595499405
968,0.00018280321460799394
969,2.144298807665418e-05
970,2.5809602201536095e-06
971,0.0003077645527336565
972,1.691357799680351e-06
973,0.0021425962261419317
974,7.232218355732923e-07
975,0.00018094726138200335
976,4.683356492796082e-05
977,2.5641457764484935e-06
978,1.4112796584498309e-06
979,0.0017096145823335754
980,8.759755839250573e-06
981,0.0002752158110176564
982,6.4728105070553e-05
983,0.006006839868338307
984,0.00015838162853075986
985,2.051309966976904e-05
986,7.885844890987483e-05
987,0.0011091158658695327
988,0.0006061084457620261
989,0.0005983502522148114
990,6.012974126263918e-05
991,0.0006581473339679665
992,0.0002957342165542223
993,2.5132674292726638e-05
994,7.222297669446955e-05
995,0.00018849257185227653
996,0.023642635642968014
997,0.0167955614712636
998,0.00813235843180129
999,3.466548803255709e-06
1000,0.0004013747024623699
1001,0.003272011649352695
1002,1.5380764068489127e-08
1003,0.002947146461463175
1004,0.00033456038185438803
1005,2.5865350872604175e-05
1006,0.0009917555128057473
1007,0.0004300843408271465
1008,0.0425331776561369
1009,0.001960866950602452
1010,0.00022424749680482597
1011,1.30549767315785e-05
1012,0.0002338585800053917
1013,0.0470751872180527
1014,0.07124639957818679
1015,1.6983976994996172e-05
1016,7.4850440377453076e-06
1017,5.371945257630235e-05
1018,9.699216776490404e-06
1019,4.366631821355885e-06
1020,1.3604563563970044e-05
1021,0.001089974310222894
1022,0.0022616811338927534
1023,2.7293023652011736e-06
1024,6.135364817959137e-06
1025,4.407237047256244e-06
1026,0.01521270776598437
1027,0.010369375675850043
1028,3.56426014849115e-06
1029,1.5857193911283577e-06
1030,7.292385301251841e-06
1031,0.001002764842023518
1032,6.52321164985017e-05
1033,2.228614689182557e-05
1034,0.0037176250023508903
1035,0.00021481910740976816
1036,5.327341841104174e-06
1037,7.822648963640167e-07
1038,1.81290866815791e-06
1039,0.033502705022684355
1040,0.001147816308277726
1041,2.3867028096225233e-06
1042,0.001589857588905919
1043,4.4047488626827144e-06
1044,1.0156612402257476e-05
1045,8.980139227340603e-08
1046,8.891561170056913e-05
1047,5.5668399726415165e-05
1048,0.00011727515084882202
1049,0.00031497805010345295
1050,5.039759541421588e-05
1051,1.0229054799310197e-05
1052,0.0008993987853951821
1053,0.0007569023420182234
1054,0.000904442763822531
1055,0.030196933888497896
1056,0.22897508716357945
1057,3.409373365113712e-05
1058,0.0009096658436851511
1059,4.199818149337342e-06
1060,7.934317116903316e-05
1061,2.5199590882799297e-05
1062,2.6770688458586137e-06
1063,1.1866316478415182e-05
1064,0.00020805250047222268
1065,0.0007188637609255613
1066,0.0019496597543715772
1067,4.403478969508711e-06
1068,9.459329294288428e-06
1069,7.195985245509782e-05
1070,3.2033865097218806e-06
1071,3.7314912496418076e-05
1072,3.8023868647830595e-06
1073,8.283375290363242e-05
1074,3.724123862177241e-06
1075,0.0003331299133647634
1076,8.390136351244848e-05
1077,0.000664746734549557
1078,0.0006083034311057217
1079,1.0578873929815933e-06
1080,0.05150257905675573
1081,1.8049810178316246e-05
1082,0.029766574241205015
1083,6.83759259022163e-05
1084,1.3912322964343865e-05
1085,5.151327646434599e-05
1086,0.00014471330196378761
1087,0.0001449917460160018
1088,0.0007790025364789882
1089,1.4955332361458249e-05
1090,1.0971058413305963e-07
1091,0.0005202997202208069
1092,1.6519268931888046e-05
1093,6.369720841681161e-05
1094,0.0003397645345600306
1095,6.438931028770523e-06
1096,2.448723715493686e-07
1097,7.018038057859479e-06
1098,4.2594256120799e-05
1099,0.0035493166319733403
1100,0.00010088765408390863
1101,8.342645601571449e-05
