,Eth_price
130,68.85800461682524
131,227.77982900919676
132,77.3128890177976
133,124.5811893743719
134,252.66104303451138
135,16.882225607382615
136,1013.4642957698318
137,438.8107137706334
138,166.49876379758408
139,71.73080595179044
140,543.7063377868556
141,139.00633419220725
142,169.15177985766076
143,99.50104172678859
144,236.8025358517043
145,392.8362047380644
146,273.1348003538092
147,682.91771395989
148,202.7180073217448
149,166.0623884771159
150,92.50044130497984
151,380.6352886516413
152,316.49185625144344
153,70.35340649375317
154,200.21597400262718
155,790.1008140785913
156,1044.0093160643896
157,208.24055903274984
158,53.8798468685564
159,295.09180055723436
160,330.79878098253363
161,138.56812048120528
162,723.113384743528
163,163.17318814486205
164,584.0292491814633
165,163.31386983453322
166,405.3018979734014
167,106.30992477329902
168,850.303219265886
169,415.4745039236876
170,431.81913798558656
171,354.8158733976684
172,565.4194736069434
173,596.7764588915567
174,74.64225451356648
175,683.7264134480303
176,139.5204538338517
177,62.74714204066549
178,509.4768917634408
179,143.92106115851402
180,338.7748284177069
181,172.01664052697393
182,230.18301753956007
183,222.7221702317992
184,288.62410797052723
185,182.582475305255
186,139.5174790528742
187,376.9206498061777
188,168.94307264374186
189,455.67083724462736
190,50.35744109064277
191,305.8898653595144
192,379.2281408357468
193,48.93167161942828
194,535.6385508375537
195,679.4052687088387
196,398.09868537941236
197,502.4594927209928
198,488.45388725140737
199,97.79363900982229
200,117.04557998213657
201,289.88568326253767
202,42.500431162146874
203,108.22661645812464
204,342.523274483907
205,374.08910846400073
206,202.44746650019266
207,51.10102652766811
208,487.909429266625
209,524.1826343202154
210,326.0102442233348
211,105.30565465984593
212,59.546660226815014
213,125.03844348664262
214,501.4421815919674
215,420.01359215315364
216,320.8025133566738
217,204.8496864970515
218,51.794755910230265
219,74.60021507764262
220,635.9258082207981
221,259.66871162401003
222,260.26608052501786
223,370.75760466835607
224,377.04272029169823
225,534.3623708661071
226,130.54679212417116
227,61.33304667848381
228,87.31684510199744
229,105.31785335966026
230,237.23526738395427
231,44.62821406972453
232,230.6614559369471
233,204.24654679447067
234,178.01612411319354
235,81.37854631710225
236,375.65442124171176
237,291.57143751156303
238,475.96312714540795
239,358.2271090257363
240,129.52789375200982
241,245.72410342731803
242,166.9482388629669
243,53.010395014642455
244,29.083955858615806
245,66.56956007296681
246,539.8651428907175
247,48.761913224932094
248,310.3013425236597
249,276.232594166264
250,387.6221264141776
251,295.4283386855014
252,10.021003625893611
253,748.1047721275266
254,54.87710912132996
255,201.60070355644004
256,329.4992275813107
257,443.9496044490971
258,2104.770835421504
259,444.1999515114989
260,613.3804949066192
261,167.84528543109272
262,410.99637833209584
263,131.5232889683952
264,234.24443485137243
265,271.01669411255466
266,612.6009073079316
267,455.8262644124956
268,6.292231478531107
269,77.6313067716053
270,282.81809708625804
271,227.97971129150253
272,552.5984067853378
273,1132.5945628832928
274,380.2501904355949
275,92.2482162965899
276,314.8687925960396
277,157.61894634180948
278,71.45828121446098
279,171.59770600672852
280,489.7315940629579
281,354.74727445949054
282,391.53452529472605
283,21.412905299936188
284,684.6265907036768
285,404.4430487156075
286,11.638262561461849
287,106.10785768707528
288,143.1770139837591
289,120.14618442821289
290,212.1608309500535
291,403.5515788993463
292,505.5677779574241
293,169.02401259835386
294,101.05080133410566
295,41.13008736072935
296,96.74875771074468
297,225.0555865515193
298,62.42180893966218
299,141.0458432018872
300,134.90060999927744
301,111.61707149925999
302,73.4398793679663
303,155.2119190271264
304,304.00036783867705
305,64.40101787886057
306,125.17977719803261
307,414.53811014793285
308,758.1529017245444
309,128.0921804885521
310,164.35905420052626
311,841.8194064527719
312,391.38725513385543
313,424.98175247735674
314,61.11007011224562
315,533.527462222038
316,184.80885972442994
317,102.17435120772484
318,18.163486872206718
319,193.0642029935295
320,605.1790280242502
321,428.8812826089748
322,415.82314383444924
323,356.96249431390316
324,136.69726557162744
325,59.36075457588714
326,837.0904985770005
327,710.856927391529
328,612.7390486457816
329,281.171880756048
330,212.66423668623543
331,438.4501688073424
332,27.250196335026352
333,103.90974708030271
334,77.50953875295008
335,921.9557736671659
336,534.9247514468028
337,34.3212355295052
338,189.49854047865455
339,94.558020912806
340,370.9105183993744
341,171.73614493468983
342,448.7388827875222
343,11.489699172234353
344,366.1381348169092
345,82.05929028798076
346,78.98690533740253
347,111.55809512834338
348,66.41520767991675
349,71.06212404648895
350,231.88702183594248
351,591.0014784818158
352,87.11068700992548
353,552.4665857180044
354,688.7251325025986
355,241.9612217022991
356,343.87998862590985
357,151.21882873905966
358,296.1134466056841
359,257.55165003738205
360,365.7316502460809
361,153.51896677577056
362,203.26606350205373
363,399.2358911885992
364,329.88387542349653
365,271.070741813348
366,252.01628294743188
367,101.86262365607232
368,43.68720790541333
369,939.8927481535218
370,409.1946950446899
371,89.29940061217368
372,452.6577872081003
373,234.28103598381963
374,403.92613126741145
375,488.43442369079617
376,51.28374928757108
377,159.24221496272276
378,715.766075122808
379,351.9396309640685
380,345.9851393885652
381,314.1672206920348
382,767.6149840713335
383,140.23779251934343
384,953.1332218898582
385,56.28919398232104
386,31.52668494276506
387,354.82498575801094
388,633.221389375354
389,71.09139495905819
390,462.57517243412474
391,551.0223341629007
392,799.899878848566
393,177.02126517084315
394,430.304999564949
395,170.14634032301223
396,356.5623521741162
397,88.58971213161695
398,370.67210502320745
399,236.8971493844665
400,180.52687088668216
401,179.95768928521127
402,22.171192578759108
403,748.7081068729661
404,620.1901270172489
405,69.48512044378404
406,456.4670741699744
407,645.9515272677296
408,529.3572847170847
409,476.526630177657
410,38.55318529472499
411,358.9542053923242
412,257.6867722179324
413,193.02668055887958
414,289.44860697101996
415,112.71225455142262
416,322.8782249901143
417,366.44736941931785
418,324.73442392142056
419,63.60224943986985
420,159.63822493580517
421,392.6182799718574
422,562.8254088341241
423,522.6768233602533
424,313.90258120311955
425,296.99599446678457
426,181.5526265691497
427,66.62407607808919
428,151.4686375918923
429,69.026102297073
430,776.0230254971474
431,235.65416252634012
432,68.46055499475293
433,498.54810665334145
434,11.825038626943947
435,115.47093219078502
436,487.49725494781336
437,97.97218158766135
438,194.1685262301875
439,736.0988483199401
440,246.71551403643352
441,51.4649466390407
442,769.3785990847994
443,264.83119079829515
444,40.497834975060826
445,253.96252891086823
446,91.73358916700533
447,202.16557296503294
448,353.87696001839646
449,23.909522425713213
450,55.980452851238965
451,376.87182352372844
452,156.43142847509097
453,587.1939290281553
454,193.9903892297409
455,65.00689933433776
456,394.32352788208004
457,309.7313209540864
458,333.6512132851274
459,219.16784051332445
460,82.24648280589945
461,176.5555725274657
462,243.2431659698955
463,214.1538976988305
464,271.40214842892243
465,427.55301553616187
466,133.1091601630359
467,149.4197492895671
468,318.5064543608295
469,127.65319635002615
470,912.726935983812
471,163.0241538371567
472,276.8564768831762
473,137.57023849731834
474,67.81835593093506
475,386.84411550797694
476,424.6376293888888
477,604.1614468391938
478,23.154970291434466
479,71.29599869353797
480,118.41452784175863
481,142.0140206257281
482,329.3301893434968
483,51.01264159723408
484,187.81794448695294
485,234.92237472058298
486,94.40545268982204
487,471.6708902051915
488,460.75058212862075
489,796.4578679587403
490,173.07674578722617
491,796.5851882231921
492,134.03868702097213
493,231.13780651632672
494,559.6634802976391
495,8.531648799980802
496,61.22916252129295
497,1503.338601815525
498,252.49918292991615
499,74.9844940298291
500,18.945691991809166
501,249.1828861290635
502,177.58692681406347
503,210.77577152045106
504,91.68786710775689
505,254.323611947158
506,240.5098158489352
507,99.66921140340561
508,202.90649786262594
509,9.974743086291834
510,397.09764102117674
511,345.48729422841774
512,192.13707564426116
513,126.21921069393402
514,512.5417247836442
515,229.92701054414638
516,114.43652854758248
517,471.47333657331
518,511.41644047860973
519,150.3007271277332
520,113.68024986198043
521,60.50590227292421
522,784.7682576795056
523,106.61741216561732
524,361.04748105515955
525,334.92344025445925
526,173.5252756897959
527,144.8223301507632
528,692.8272845891134
529,253.54152008545142
530,457.6296419148159
531,569.1779293330935
532,525.5612899165972
533,6.764439736571447
534,277.94686870073326
535,70.31758494615886
536,238.224500150926
537,258.92163053287453
538,405.5801855430465
539,112.7036092240433
540,204.1736793581383
541,377.21931907933225
542,201.86609470723192
543,359.80797254268646
544,121.87046134639762
545,55.31852816555083
546,299.897641108272
547,263.24060755413757
548,145.03198893865397
549,201.100306357311
550,642.1965896440176
551,734.450907975393
552,547.8124087368649
553,210.0868821234685
554,674.0222869512617
555,62.403911409166994
556,2094.452199199822
557,287.149254716515
558,99.9120572684801
559,123.07374349962227
560,44.209079160616504
561,107.8463303177503
562,464.79383005334836
563,460.4066200858131
564,111.0550991278157
565,691.453903894291
566,534.9988274411003
567,556.1010751834816
568,421.50320051990707
569,595.0992078588075
570,1014.886468887563
571,299.1232183835825
572,326.42750545970785
573,180.24397168844877
574,110.9813644431049
575,1054.2789889644534
576,243.75363374127124
577,144.8779631823024
578,185.50685570565932
579,162.87477458274446
580,197.72425552028815
581,801.6231344310954
582,430.18786072843227
583,215.7877398475379
584,216.02072890207472
585,787.3350432803351
586,338.7899738149272
587,354.4653596316412
588,262.0649559954771
589,525.7360583071049
590,298.945215842799
591,278.577510197606
592,111.89933295281931
593,347.2153030223386
594,141.2612880377312
595,201.88484350025877
596,592.9927552953258
597,157.83376613422513
598,376.7786082460287
599,207.4486079375398
600,53.45929278998285
601,174.92638911308643
602,70.10943178855038
603,152.2268844397374
604,115.1205046565623
605,533.1329640550148
606,313.3783653573239
607,522.6067696089751
608,34.192147396986094
609,348.32182587720524
610,171.50524146113727
611,159.97579609109283
612,126.11376743333503
613,664.7703530561636
614,210.1882149624995
615,19.357937880970308
616,1120.6169537780072
617,224.77870642471632
618,124.748645103364
619,291.0956657895598
620,422.7131825613805
621,89.8454522832597
622,19.775539444888377
623,533.8847942646189
624,369.96726673803437
625,81.60030232518245
626,133.81628438486774
627,125.37812609993385
628,550.0932920234646
629,101.30076574031891
630,139.12952134827935
631,206.90790225391163
632,369.27280215365096
633,262.4965236513993
634,84.73830564329445
635,465.4973884409633
636,117.69973098613914
637,373.4626221884654
638,422.0334855061368
639,785.232970951041
640,288.9101774184509
641,332.43358490910947
642,88.49528239893854
643,247.54601716119194
644,426.5239981388474
645,226.38030185138433
646,790.0608164819607
647,162.62522002686833
648,247.92798302825113
649,415.71297299915744
650,298.61254364934643
651,386.35877488785314
652,248.70869873400298
653,261.79955232556347
654,727.4550126326054
655,577.5160163359745
656,283.7314438487375
657,482.66372337883377
658,26.19987950553756
659,500.74070786217123
660,455.24173185369204
661,17.79171741181838
662,428.01676807571414
663,412.7581703171659
664,704.3286197804911
665,334.64723920967623
666,302.2195833649862
667,480.18876490947304
668,304.54314336658507
669,43.865769077492445
670,123.20659419860121
671,76.10978544443982
672,19.845657412958204
673,52.98088475652243
674,133.21607490213896
675,120.40308226151471
676,53.00343187744121
677,68.12859303038786
678,30.479596801307206
679,492.2550208960674
680,258.6087635449343
681,269.62540262800906
682,959.7380101806268
683,733.0133370857487
684,688.7069658975631
685,443.49083807188856
686,512.5875877352775
687,466.3522020516513
688,485.0483336327193
689,202.30868668792678
690,286.64191830989785
691,362.89949887826475
692,205.8004751880211
693,177.54014517720478
694,83.99725682058096
695,342.39278269250485
696,51.4154192777637
697,422.2988262039032
698,148.09633405128875
699,16.2373173259438
700,502.3378432488157
701,188.59115797475047
702,427.27683898700525
703,387.23221138377266
704,413.09771030300675
705,246.1369917635892
706,266.06996602364404
707,78.59359224706672
708,901.0442284291322
709,81.3595256659423
710,367.2418032224246
711,92.80796769190844
712,221.8671782706223
713,109.11530091276981
714,683.6010907934349
715,413.8045793443217
716,15.101494674679111
717,55.29985009372899
718,753.7961063840804
719,112.57070766546076
720,277.5835596145569
721,486.84159076711614
722,186.6736437731833
723,403.7629105118356
724,571.4210864484837
725,360.0597303476799
726,265.1517000248832
727,436.74764636774387
728,313.6044643330974
729,260.8631215567005
730,378.6672966127825
731,99.6127897876286
732,78.85087096805681
733,64.58905760237674
734,76.71160714854682
735,647.8140070014113
736,438.0758951567537
737,118.9870535203305
738,239.01238374139595
739,568.941117480048
740,149.62217467914823
741,36.43670806490967
742,110.5175415462299
743,851.1185802279521
744,516.1779553701655
745,617.631980276845
746,52.16308158995989
747,60.88826240782189
748,769.6659671160356
749,137.71412442265017
750,86.74322673457547
751,200.6234588388966
752,464.26396973645996
753,268.2044715703431
754,897.8861324216624
755,227.3074208036482
756,165.46174045817764
757,118.11615431591846
758,830.5061950663472
759,108.11291841621058
760,792.807289539477
761,402.8207278530313
762,134.83416026115955
763,990.4131505962366
764,356.63028572033517
765,227.6540831834643
766,41.55657043720349
767,100.03207337097834
768,103.0243189070938
769,121.04875699328034
770,690.4070460349421
771,265.1571728148419
772,1048.827085887045
773,525.1042411129879
774,111.93485395127485
775,412.1313946800778
776,502.48331282441575
777,590.4997893096955
778,494.0898408285596
779,225.5230255518173
780,189.91831153243197
781,141.6335410071127
782,44.09626100672701
783,40.17503816615775
784,75.07198092902148
785,139.7505651235637
786,194.60715211220827
787,835.7407397319282
788,53.566567252667696
789,317.89102519767283
790,124.35546177840929
791,100.11532258689307
792,285.8385891645993
793,946.4780712041834
794,161.37606657036056
795,309.3274284395602
796,108.05839601556953
797,203.491912176199
798,688.3836483232941
799,295.6241480871772
800,87.49195793831728
801,81.85385347376801
802,59.04334106676871
803,626.2840423393534
804,66.20229209848787
805,155.58181446854664
806,223.1486674392573
807,573.8408473991553
808,64.47938656098027
809,475.9974017117192
810,193.44622910602348
811,118.02374608310818
812,282.6188122987988
813,569.6301544249021
814,462.3914539487296
815,222.51066480610382
816,87.0694336999781
817,723.9109351455049
818,227.2410652801765
819,204.10914143041137
820,554.4215964325576
821,308.72478538058635
822,69.01554190658547
823,490.23414187004545
824,433.56921835161234
825,432.6869558901267
826,333.58470241619665
827,5.402973647799463
828,82.88264419938878
829,160.06168351221686
830,800.8128768830586
831,550.3828222928388
832,227.5012209876972
833,211.3217760555267
834,242.96407029413237
835,424.0680801070647
836,93.52874676775426
837,381.9489345868796
838,78.62709334932612
839,669.8866922303508
840,279.0899572750265
841,185.735520573044
842,55.878395065505494
843,221.89177213570093
844,37.97176940693563
845,93.85853989897365
846,815.5804458287487
847,180.96988226483737
848,17.39663812352992
849,121.69893746473291
850,309.63355328344915
851,460.2366525899154
852,96.7919849486707
853,334.5202685333171
854,180.2181178523838
855,163.62908950644132
856,939.3892773147168
857,896.4871932199534
858,87.00594615959996
859,535.1699131611798
860,72.17532443960377
861,96.62306174716181
862,99.62374248003164
863,72.34382260898421
864,635.3916173028214
865,417.3092313198784
866,518.2291899089541
867,299.6194935914084
868,222.2395165514115
869,598.4061792991755
870,11.642461384697484
871,241.3456706239629
872,245.1463096438496
873,100.0284530635491
874,327.6975660317588
875,715.6735527272934
876,600.0124097194729
877,14.341638174146764
878,63.7049078656748
879,730.077015615923
880,534.8694567581216
881,524.6453318671965
882,77.96716940803306
883,1050.6108792443374
884,99.80247609726234
885,10.57578149675541
886,105.33325109180909
887,179.88077700418768
888,164.904358205241
889,421.25347759210706
890,172.24515629650793
891,36.09549788166521
892,150.1113771980944
893,291.4597979179547
894,15.377152422882045
895,10.768669879903745
896,167.05944761510864
897,455.3158970184059
898,316.1347580267009
899,85.88524606661522
900,795.3740757830896
901,383.19167995032234
902,110.73599030410575
903,694.2657620723531
904,250.3696347703735
905,200.22092783936677
906,284.76582073853893
907,17.822379036328527
908,179.0795594607696
909,209.60832938199127
910,206.66174839746878
911,47.479763498875776
912,108.35726871258625
913,701.6478538757158
914,703.6562608884379
915,453.26197663226515
916,997.5512524082116
917,266.76366328826856
918,116.56890299105596
919,113.6090724757835
920,518.1926874807064
921,55.41367597174368
922,32.36389096862296
923,14.950683527773679
924,104.17065996859891
925,473.455358659949
926,260.4351029678603
927,204.8475857094695
928,71.11286033945034
929,466.27361993892947
930,75.55318403830265
931,374.7557660918462
932,54.21647270810565
933,73.0133947300757
934,34.90576834540671
935,61.597943233707184
936,214.95818084636306
937,47.54467176701632
938,964.7776939392872
939,353.2366144617872
940,8.513145135814584
941,19.339874738834524
942,585.3168900702036
943,744.0051434254472
944,519.4595201514799
945,421.7061235867252
946,660.9763006480526
947,141.3525089427229
948,130.39815904484752
949,27.090071426156296
950,1011.8328895703112
951,351.0009333078798
952,160.8074265854216
953,120.51506020580597
954,309.23935477762393
955,540.9506255412191
956,285.1840847732216
957,359.5873163030586
958,414.64213140393394
959,21.674083325744157
960,621.176900460658
961,436.22776890900207
962,467.2889747168381
963,364.4088446283666
964,196.9155805375522
965,61.94012785045616
966,365.6965014033787
967,333.3575135264429
968,510.4601173770513
969,104.22312965892817
970,545.0471228595817
971,75.62415735600018
972,319.8268617604426
973,8.855961439141753
974,75.10438808385777
975,117.7298098789625
976,1152.2925238746643
977,159.47404330696205
978,46.060173513201626
979,23.974248209496245
980,1113.835942341183
981,256.1861585444358
982,78.36637170880431
983,484.41017018790285
984,397.0214051174723
985,157.38435962365767
986,507.844912699537
987,329.7602513387069
988,254.24964000442162
989,409.00217879669094
990,123.82454208709281
991,241.07640432917776
992,145.85212424077656
993,646.5158313844879
994,259.05535050227064
995,205.95764840618963
996,74.83713792490687
997,627.9045756250118
998,151.76339272552113
999,379.43777259396364
1000,241.2501318044685
1001,43.71467944997248
1002,63.60552995177333
1003,482.5911909223819
1004,374.8472181896795
1005,70.82249661169298
1006,683.7133236101147
1007,152.15445090951638
1008,184.4361011813489
1009,496.5155877867753
1010,146.19439025879115
1011,9.53815308046299
1012,90.01404208349982
1013,208.81774415596686
1014,61.59665929467334
1015,92.07154564306919
1016,178.76722061103536
1017,197.83746147718958
1018,737.9249893670703
1019,93.45781612934016
1020,299.8118148746151
1021,203.2925261107383
1022,552.2699969672111
1023,58.267798286531274
1024,93.6286739912396
1025,412.45747501223013
1026,335.48562518310666
1027,267.6622971955138
1028,155.22993970763596
1029,238.3762992352213
1030,201.37189682300607
1031,411.30841999934614
1032,130.16267919078078
1033,383.6847888567526
1034,174.52182824711323
1035,204.45608450406456
1036,501.4404174926296
1037,683.9227437943792
1038,193.80051365834106
1039,26.09748278587032
1040,605.9967617659875
1041,284.8466736232657
1042,22.93120075370475
1043,132.32759481496524
1044,602.7590450969892
1045,422.82771972674425
1046,466.1247140061379
1047,255.67897782154833
1048,29.65051601406592
1049,526.4188039580083
1050,118.43075123348179
1051,62.71422250363114
1052,19.763836330847884
1053,158.88782177517476
1054,109.36130214899856
1055,302.9819714109552
1056,560.2370912209773
1057,389.9399517951764
1058,213.12750576370138
1059,133.59330941881737
1060,210.33052602497568
1061,620.4250165755623
1062,312.93090979973584
1063,370.82731386002746
1064,237.41747880992716
1065,317.3707506408087
1066,483.09349597116017
1067,112.73704412341095
1068,186.7853795423329
1069,447.65444351022376
1070,175.1661162789602
1071,276.3641664991742
1072,40.51855603162866
1073,91.33598555467275
1074,204.66060750959213
1075,150.43669826463
1076,595.4984464795484
1077,51.846806585615006
1078,95.09560865322247
1079,31.589182664940616
1080,526.4663360243702
1081,275.74375060556287
1082,218.47033576488818
1083,114.90774071189581
1084,242.35373027489302
1085,670.8098760746244
1086,638.7924862889846
1087,52.15956630531015
1088,54.74744089926516
1089,67.09522643922783
1090,533.8930795723987
1091,202.34571396509935
1092,309.0681463272554
1093,282.15720328377375
1094,58.15942743954864
1095,452.9578676746923
1096,152.00208441072996
1097,39.99117234793966
1098,14.83262328561477
1099,1070.7669588311817
1100,202.55786532169603
1101,89.15099014731287
1102,146.17938176922567
1103,100.78347206712004
1104,152.02433089851786
1105,156.09006093378983
1106,431.22234223380934
1107,116.99702732817205
1108,220.9131152017503
1109,313.30540634828895
1110,682.3370259142846
1111,1013.9989554261248
1112,932.7868497210432
1113,341.3844622927052
1114,266.46670328103295
1115,486.6500970730532
1116,562.4637251534388
1117,165.3344054577434
1118,246.30382204690264
1119,544.8648269313403
1120,248.20575141666941
1121,66.84486997365859
1122,228.26670456731276
1123,251.30680447449538
1124,267.7498449385842
1125,33.3668672661067
1126,1024.9751541065255
1127,300.72207237858197
1128,332.5849001042129
1129,281.4112007497473
1130,445.654913689386
1131,277.45770990060123
1132,119.29394517225182
1133,435.5683581936184
1134,169.02033263903533
1135,24.712057629402185
1136,326.5570036482076
1137,19.76104605403294
1138,166.76701015121208
1139,99.80326640970173
1140,47.45680029282888
1141,144.0679958273088
1142,167.4797328688443
1143,108.90122356965679
1144,137.29923520571495
1145,608.5077436345819
1146,233.26675058790934
1147,342.86809953874666
1148,160.76197155776129
1149,146.90962091286366
1150,172.1249023461807
1151,153.547591911671
1152,358.2367100653218
1153,445.01969524687524
1154,96.96617361653956
1155,547.4163510093719
1156,77.34789615391593
1157,58.31090387025101
1158,377.41693891238884
1159,63.54930886063644
1160,257.12316236767333
1161,689.8837044488192
1162,152.3146726515823
1163,419.0586584581206
1164,140.05086378051575
1165,394.6111957791076
1166,123.61199431242179
1167,591.7960119409371
1168,243.38821742211906
1169,57.94394364838599
1170,487.132453174176
1171,415.6533337043956
1172,397.0990107066846
1173,91.07116025622452
1174,752.1812402617911
1175,126.76047703527806
1176,210.03782810768772
1177,398.7609321688189
1178,420.2288575050308
1179,346.74821850656497
1180,116.85135597334391
1181,63.54569594257094
1182,180.40547596190132
1183,233.0872683933302
1184,762.43331626702
1185,90.46487204877099
1186,121.60747029525527
1187,449.35518201587115
1188,130.14405327751535
1189,37.33020423963072
1190,654.5616618448103
1191,136.3784233036715
1192,15.113469904047887
1193,198.93965791752666
1194,252.55872277127006
1195,65.95952244248286
1196,250.44411146671112
1197,68.35440110353498
1198,51.80616839496989
1199,77.50207331436975
1200,295.9000161561017
1201,61.7323886813962
1202,16.503165506948456
1203,731.5028321857302
1204,406.2004273434906
1205,521.264724219251
1206,689.4431255096886
1207,537.7301177060566
1208,839.1099211707365
1209,404.50906821512564
1210,21.770120104431196
1211,290.1550347038833
1212,177.51552728263218
1213,346.52847330326085
1214,67.43034390290782
1215,490.53481226948236
1216,376.1755921966968
1217,279.67507880300815
1218,174.19666388286294
1219,245.58606589215395
1220,94.48873100911993
1221,82.36008436213551
1222,76.56116719743383
1223,174.13645832370065
1224,508.1470386385708
1225,352.4346828747984
1226,120.81596813989806
1227,227.62686827546133
1228,16.442009894086834
1229,163.58836036580394
1230,331.80375619358796
1231,286.6560212457415
1232,212.53606266248377
1233,94.48785536875619
1234,39.89106267420551
1235,413.61144070506555
1236,397.7064508107389
1237,243.34453238951957
1238,310.09185925554004
1239,441.49348124068376
1240,46.489825230416464
1241,219.46785164683945
1242,911.8842567275896
1243,59.162033950103186
1244,461.1413136539485
1245,170.69332323986026
1246,139.83949446203192
1247,155.78879565272328
1248,549.8081939645975
1249,1256.7747639482693
1250,74.22586304339458
1251,388.9158018269106
1252,343.055803085933
1253,140.7295551324605
1254,167.598664026742
1255,253.35449209978114
1256,497.7982902211307
1257,245.87090985175283
1258,164.69757436035172
1259,40.58440796475857
1260,541.8504553698533
1261,289.32647406343807
1262,148.1139200265237
1263,96.39768933292211
1264,123.6979112554729
1265,36.73212878462944
1266,67.24937145878768
1267,191.05904312189386
1268,290.7304595656216
1269,244.9720780127357
1270,362.59049684106867
1271,289.9136599420915
1272,312.9338826873076
1273,235.43253611735148
1274,864.1748822132051
1275,17.041483538164243
1276,17.23803286729828
1277,52.54738212482889
1278,300.3496796824387
1279,771.4292432391104
1280,207.74941534879684
1281,153.09367821078456
1282,404.7037662799177
1283,124.24831266704378
1284,59.55677391888179
1285,476.50773087041284
1286,383.2532646619214
1287,154.02843880563466
1288,22.689383556494363
1289,49.05314099868891
1290,373.5510681401054
1291,78.33826119171113
1292,155.88767540571263
1293,723.2019642910968
1294,284.1556182393189
1295,260.8174236085597
1296,282.472572385718
1297,17.338784158497262
1298,9.00199070205837
1299,103.09602967506662
1300,51.59522638866153
1301,310.9383353035911
1302,244.248100947432
1303,95.40974904517338
1304,34.37454077408892
1305,548.427959115236
1306,389.0674184686529
1307,275.2398115110788
1308,1151.7213886466081
1309,368.4109982047667
1310,196.6304695919141
1311,6.806949352465911
1312,265.86089041154713
1313,162.32828047702236
1314,179.11969800995786
1315,95.9111491942642
1316,159.13040977108201
1317,29.29428521058833
1318,172.60477632820246
1319,410.92633388256485
1320,752.9143205988227
1321,27.12742686115727
1322,66.79626677206707
1323,223.55018346963618
1324,69.6886898590119
1325,113.47144711153794
1326,283.8051860127629
1327,153.509796008669
1328,225.09133273415165
1329,135.11087577442058
1330,393.84448538373226
1331,1598.7692618616709
1332,829.7447307793271
1333,15.082518611572771
1334,399.5735596562829
1335,300.4631019785583
1336,160.55203712527506
1337,248.94226547439914
1338,434.0353768510811
1339,18.397344329413837
1340,680.9280859315805
1341,341.53882653994424
1342,254.66156636428303
1343,565.5828214889115
1344,82.65122704080156
1345,312.0640154133531
1346,524.507415215299
1347,152.78097550615362
1348,64.3968902824652
1349,607.4693512933587
1350,854.0657435769198
1351,378.7801781234292
1352,399.7167821274794
1353,832.2845953225458
1354,279.77895646677155
1355,192.7297082668677
1356,364.00638970033356
1357,666.0450178849921
1358,189.37781028831975
1359,202.48253688403912
1360,626.1002779323518
1361,15.026188064798662
1362,82.5249589401291
1363,174.07851646878248
1364,379.54597740610467
1365,278.13827980066617
